transaction_id,customer_id,items_total,total_amount,order_date
517328,13408,250,449.9,2023-12-20
517329,17059,290,432.34,2023-01-04
517330,17314,425,375.32,2023-06-16
517331,17667,200,370.54,2023-08-24
517333,12656,230,535.25,2023-04-11
517334,14527,23,93.89,2023-12-20
517336,13590,358,486.33,2023-12-04
517337,16177,132,249.8,2023-04-01
517338,15311,75,211.25,2023-02-05
517339,16085,78,205.8,2023-07-15
517340,16255,122,252.56,2023-12-10
517342,12748,5,8.25,2023-11-06
517348,18207,325,544.47,2023-04-18
517351,12484,602,881.23,2023-10-01
517352,13796,218,289.7,2023-01-10
517353,12806,1,20.0,2023-12-12
517354,15555,344,878.98,2023-01-23
517355,13963,17,52.45,2023-03-12
517357,16206,116,306.16,2023-06-10
517358,16278,154,260.3,2023-01-02
517360,14739,344,558.9,2023-04-03
517361,12951,99,224.45,2023-02-10
517362,17266,52,90.41,2023-08-04
517365,14590,41,173.54,2023-05-28
517366,14306,72,151.2,2023-04-28
517372,15353,235,393.72,2023-05-27
517377,15061,32,350.4,2023-03-23
517381,14461,272,486.15,2023-10-29
517382,14898,128,223.74,2023-06-23
517384,16984,340,731.85,2023-06-06
517385,16937,123,196.25,2023-09-30
517386,16186,392,483.88,2023-07-11
517391,17949,228,2496.6,2023-07-28
517392,16510,146,173.5,2023-04-09
517393,13340,1012,3485.5,2023-03-03
517394,18264,241,603.25,2023-05-11
517395,14833,58,94.8,2023-08-05
517397,15251,172,510.76,2023-03-05
517398,15122,122,306.2,2023-02-07
517399,16153,392,531.1,2023-06-05
517400,15358,678,637.86,2023-04-30
517403,14606,63,156.75,2023-09-14
517404,12939,1296,3417.12,2023-03-17
517409,16875,187,344.63,2023-07-04
517422,14901,56,173.36,2023-08-23
517457,16883,22,120.75,2023-01-14
517460,14110,178,361.16,2023-03-07
517467,18075,254,627.62,2023-06-15
517471,16170,271,371.27,2023-12-09
517474,12609,204,441.81,2023-08-27
517478,14451,112,213.6,2023-03-03
517479,15981,137,248.47,2023-05-20
517481,12737,1,100.0,2023-10-07
517482,17651,155,317.16,2023-10-30
517483,12737,1,3610.5,2023-12-08
517485,12678,1,110.0,2023-02-06
517486,17168,220,400.2,2023-11-09
517487,16779,295,575.68,2023-01-02
517491,16045,455,720.92,2023-02-08
517492,16045,166,247.9,2023-02-06
517507,15093,56,384.2,2023-07-18
517509,12917,352,984.2,2023-04-02
517510,15637,8,50.8,2023-08-29
517511,16168,151,304.0,2023-05-13
517512,12408,100,194.1,2023-05-28
517513,15023,241,789.44,2023-03-12
517514,13584,321,242.0,2023-04-25
517515,13531,98,326.98,2023-12-20
517516,13531,2,14.98,2023-04-07
517517,13999,226,304.2,2023-04-15
517518,13013,188,303.32,2023-04-16
517520,17235,70,111.09,2023-05-27
517521,13680,377,1166.46,2023-12-09
517527,14388,251,392.85,2023-07-23
517528,13101,104,144.9,2023-10-11
517529,16992,83,541.61,2023-10-04
517530,16094,162,334.08,2023-10-26
517532,17675,160,421.9,2023-02-15
517537,13346,36,45.0,2023-08-08
517539,12525,132,259.9,2023-10-20
517540,17930,374,315.8,2023-01-22
517541,16933,113,281.42,2023-08-14
517542,15021,100,235.07,2023-05-24
517543,17961,32,40.24,2023-05-10
517545,17920,97,110.23,2023-08-19
517547,14235,297,490.47,2023-03-24
517548,14235,4,15.0,2023-01-14
517549,16782,177,354.24,2023-06-14
517550,12836,172,323.86,2023-08-15
517551,12836,24,46.8,2023-03-01
517552,13969,161,239.34,2023-08-13
517553,16032,79,149.89,2023-08-21
517554,14543,6,76.5,2023-03-22
517555,15998,208,326.86,2023-11-05
517557,14713,144,141.54,2023-09-04
517558,17921,178,456.29,2023-06-06
517561,13239,3,14.85,2023-01-29
517566,17929,20,109.0,2023-02-04
517567,16210,130,470.3,2023-02-12
517568,12989,308,487.0,2023-06-24
517569,14861,3,3.75,2023-05-12
517573,14211,185,312.5,2023-02-10
517575,14221,209,376.15,2023-11-08
517576,14221,8,23.6,2023-11-20
517578,14346,807,672.93,2023-06-28
517579,16905,37,129.75,2023-08-18
517620,17213,126,293.28,2023-08-23
517622,16145,171,304.85,2023-07-03
517623,15629,334,470.78,2023-11-09
517625,16391,87,137.88,2023-12-18
517626,16428,233,282.46,2023-04-18
517627,16428,112,135.55,2023-12-19
517628,17160,711,754.43,2023-04-02
517629,14291,412,528.24,2023-12-12
517631,12415,1,55.0,2023-08-26
517632,17109,101,184.69,2023-08-27
517638,18220,112,332.88,2023-11-28
517639,15694,44,406.2,2023-03-21
517640,15769,200,330.0,2023-10-17
517641,15615,14,115.08,2023-03-31
517642,15615,9,51.15,2023-07-06
517643,14828,352,337.92,2023-10-19
517644,17735,214,271.02,2023-12-04
517645,14911,166,776.02,2023-02-17
517646,18102,522,1633.86,2023-11-02
517648,14606,1,15.0,2023-11-28
517649,16156,401,386.1,2023-07-11
517650,13015,71,637.44,2023-06-09
517651,16156,160,198.32,2023-10-23
517652,17448,1,15.0,2023-06-10
517653,13329,230,326.9,2023-11-16
517664,15459,61,97.83,2023-05-17
517665,13694,768,887.68,2023-03-02
517666,13329,230,327.5,2023-07-31
517667,16954,31,109.85,2023-02-14
517668,12928,150,292.5,2023-09-10
517669,17861,43,89.65,2023-01-08
517671,13041,70,168.98,2023-12-16
517673,12733,134,508.1,2023-08-20
517704,14031,108,301.72,2023-04-27
517707,12843,3,4.15,2023-10-17
517708,17243,30,153.3,2023-07-21
517709,12748,1,50.0,2023-09-18
517710,15039,246,551.8,2023-07-14
517711,15039,14,89.3,2023-11-21
517712,13564,370,778.71,2023-06-11
517713,12748,1,95.0,2023-01-05
517714,13869,612,1014.11,2023-08-18
517717,15039,18,15.3,2023-06-25
517718,13564,6,7.5,2023-04-16
517719,17931,57,202.18,2023-08-24
517720,15747,143,218.45,2023-09-05
517721,14396,139,341.2,2023-08-21
517722,14667,273,348.77,2023-10-01
517723,14878,112,117.53,2023-10-12
517724,15547,68,206.91,2023-08-17
517725,15751,49,157.3,2023-11-25
517726,15716,79,194.15,2023-08-06
517727,15751,6,8.7,2023-08-26
517728,13598,165,218.04,2023-10-10
517729,14455,283,226.36,2023-08-18
517731,18102,4800,21984.0,2023-04-21
517732,17618,111,370.51,2023-04-28
517734,14404,85,160.52,2023-11-17
517737,13766,137,190.35,2023-02-13
517738,16611,289,438.65,2023-01-07
517739,13474,160,350.6,2023-03-08
517740,12862,360,490.73,2023-09-26
517741,13617,38,112.2,2023-02-14
517742,15666,316,406.26,2023-10-28
517743,17984,115,225.2,2023-03-27
517744,15640,616,910.17,2023-01-29
517745,12747,98,320.66,2023-08-22
517746,17049,72,326.64,2023-07-27
517747,17049,172,556.72,2023-12-23
517748,13983,243,323.73,2023-08-16
517749,15200,195,549.05,2023-12-10
517750,17589,375,713.75,2023-04-14
517751,15325,145,194.9,2023-09-03
517752,18277,75,189.09,2023-11-10
517753,18277,35,148.05,2023-10-22
517754,18102,500,1424.0,2023-08-30
517755,13647,362,541.46,2023-09-22
517756,14844,300,340.96,2023-03-08
517757,13647,2,19.9,2023-04-05
517758,13136,125,244.95,2023-10-29
517759,13136,42,107.5,2023-09-22
517760,17068,95,201.25,2023-05-11
517761,13888,167,475.65,2023-07-11
517762,12748,15,36.9,2023-07-29
517764,15077,300,1554.6,2023-06-10
517766,14427,25,305.08,2023-05-25
517793,13888,48,153.2,2023-12-04
517815,14152,290,331.1,2023-08-03
517816,13963,38,79.18,2023-10-13
517817,18087,2076,5737.32,2023-12-13
517819,12527,10,85.0,2023-08-07
517820,12621,121,215.43,2023-07-12
517822,17422,266,297.06,2023-05-18
517823,12395,127,251.38,2023-09-19
517824,15990,180,359.76,2023-09-14
517825,14644,228,405.0,2023-11-27
517843,13856,44,83.7,2023-05-18
517844,13113,52,392.4,2023-01-14
517845,12931,64,240.0,2023-07-29
517847,13089,460,496.98,2023-07-31
517848,17809,75,476.25,2023-04-10
517849,13089,48,99.6,2023-10-26
517851,13292,46,133.9,2023-07-17
517852,16458,80,149.0,2023-07-05
517853,16843,244,411.96,2023-08-10
517858,13090,24,178.95,2023-12-24
517859,13357,535,911.47,2023-12-05
517860,12857,416,829.35,2023-12-12
517861,13090,122,187.17,2023-08-14
517862,14667,566,628.71,2023-06-28
517863,16227,220,392.8,2023-11-25
517864,14194,225,480.29,2023-02-08
517865,16655,214,247.95,2023-03-06
517866,12907,105,328.43,2023-03-16
517867,13089,256,660.12,2023-09-22
517868,17666,288,311.04,2023-09-18
517869,17848,30,87.47,2023-09-17
517870,16945,273,305.11,2023-01-31
517871,16814,224,489.78,2023-09-16
517872,16060,220,345.6,2023-03-12
517874,15199,62,325.7,2023-04-15
517882,14469,104,286.61,2023-08-12
517883,14819,38,154.55,2023-04-29
517889,17442,12,10.2,2023-12-05
517891,16256,72,307.1,2023-04-19
517893,15061,884,986.21,2023-09-12
517896,14734,42,238.72,2023-11-27
517900,16784,41,105.05,2023-11-29
517901,15754,24,46.8,2023-05-01
517904,12484,5,125.0,2023-04-20
517905,17553,600,750.0,2023-06-09
517906,15081,108,235.5,2023-05-15
517909,18260,185,728.92,2023-12-02
517910,17454,96,180.0,2023-08-10
517911,17540,77,222.85,2023-08-29
517914,17511,1122,1733.5,2023-06-19
517930,15727,2,590.0,2023-07-22
517931,16161,389,755.7,2023-11-18
517933,15218,337,502.55,2023-09-02
517934,12748,1,800.0,2023-02-02
517946,17673,300,473.06,2023-03-26
517947,16440,90,216.3,2023-05-29
517948,18219,84,121.74,2023-11-11
517951,12621,380,732.61,2023-12-25
517952,13047,250,398.96,2023-08-20
517953,16754,4544,2780.32,2023-12-02
517955,13047,2,29.9,2023-09-01
517957,14606,154,294.22,2023-02-26
517958,13679,46,101.71,2023-07-09
517960,14841,162,481.74,2023-06-08
517962,12910,150,321.42,2023-04-18
517963,14001,211,500.57,2023-03-07
517964,17298,161,218.32,2023-09-05
517965,14699,124,175.08,2023-12-11
517967,18048,129,222.64,2023-08-04
517969,13984,103,131.01,2023-08-15
517970,17665,690,563.1,2023-07-03
517971,15727,105,149.55,2023-10-27
517972,17092,94,246.0,2023-12-22
517973,16880,158,321.78,2023-06-17
517974,14911,669,1503.55,2023-08-25
517975,16767,472,577.68,2023-04-11
517976,14871,46,116.1,2023-09-15
517977,16938,648,901.42,2023-06-04
517978,16316,837,993.75,2023-12-28
517979,14569,36,54.6,2023-02-17
517980,14219,238,395.64,2023-05-22
517982,16133,301,313.39,2023-06-05
517983,14253,47,158.05,2023-03-25
517985,17238,90,145.6,2023-03-08
517992,17757,58,145.63,2023-09-02
517994,15822,70,169.3,2023-02-20
517995,12748,33,89.95,2023-02-21
518003,12998,483,315.98,2023-03-23
518004,15363,239,352.11,2023-01-02
518005,16417,6,35.7,2023-08-16
518006,15798,141,410.71,2023-10-30
518007,12437,98,220.75,2023-05-05
518008,14225,202,379.74,2023-10-11
518009,13468,95,253.81,2023-11-20
518010,14489,183,314.25,2023-08-14
518011,17412,212,246.3,2023-11-03
518012,15981,40,254.0,2023-08-19
518013,14182,62,146.02,2023-03-07
518014,16742,83,87.53,2023-12-03
518015,15095,171,248.15,2023-08-20
518016,15615,234,353.41,2023-07-29
518052,12748,1,334.88,2023-02-06
518055,16883,36,116.1,2023-07-11
518056,15750,285,365.56,2023-10-26
518058,15717,32,103.8,2023-04-21
518059,15858,12,100.5,2023-07-09
518060,16359,72,90.0,2023-11-16
518061,15311,55,105.67,2023-03-01
518062,15757,351,737.4,2023-07-06
518063,14298,1406,1161.18,2023-05-20
518064,17841,280,467.19,2023-05-22
518065,14298,398,650.64,2023-10-17
518067,15817,766,1258.86,2023-01-31
518069,13659,102,258.9,2023-04-25
518071,18178,178,312.3,2023-08-19
518072,17243,29,91.15,2023-09-19
518073,15076,1,10.95,2023-10-18
518076,15456,379,309.21,2023-07-12
518077,13658,258,889.02,2023-09-05
518079,15369,276,613.8,2023-08-25
518080,15628,285,308.81,2023-07-16
518081,12524,533,1108.8,2023-05-06
518086,16722,406,379.42,2023-06-05
518115,12748,300,583.5,2023-05-03
518133,13319,350,791.4,2023-08-24
518134,15064,207,215.28,2023-09-05
518135,16233,60,131.08,2023-10-06
518136,17644,139,301.81,2023-08-22
518139,12765,265,359.88,2023-05-11
518140,15387,335,468.65,2023-10-17
518141,14401,141,176.47,2023-08-09
518145,16668,32,66.6,2023-12-21
518146,13044,219,468.78,2023-05-08
518147,17235,155,203.35,2023-09-19
518148,16334,206,263.73,2023-05-07
518150,13571,124,132.37,2023-11-19
518151,15587,72,182.16,2023-02-12
518152,13084,144,122.4,2023-08-13
518153,17353,800,1160.0,2023-02-25
518154,14256,275,512.73,2023-05-30
518155,14256,6,38.7,2023-10-16
518156,13155,132,235.7,2023-04-03
518157,13798,828,905.48,2023-07-10
518158,14129,126,290.7,2023-06-29
518159,13239,626,634.35,2023-04-25
518176,14560,10,110.7,2023-04-03
518184,17268,24,20.4,2023-04-02
518200,17581,390,759.35,2023-09-22
518201,17156,391,591.87,2023-05-11
518202,13089,88,132.6,2023-01-11
518203,13089,174,244.98,2023-03-02
518204,17389,214,312.38,2023-07-05
518205,13093,736,1210.8,2023-11-19
518206,13802,1744,2675.14,2023-01-16
518215,18079,1383,590.78,2023-12-05
518216,15403,168,75.12,2023-01-09
518217,17696,282,191.28,2023-04-12
518218,16174,234,376.5,2023-06-03
518219,16105,666,526.54,2023-10-03
518220,14049,696,1022.69,2023-12-24
518221,18258,252,227.16,2023-10-01
518222,14217,96,272.48,2023-05-20
518224,15400,134,287.1,2023-11-12
518226,13778,35,120.55,2023-03-17
518227,15271,342,586.01,2023-11-09
518228,13031,462,636.92,2023-01-05
518229,17381,940,321.52,2023-10-25
518230,14395,497,785.67,2023-07-02
518231,12471,196,541.2,2023-01-06
518232,18226,474,761.66,2023-02-14
518233,17146,50,308.7,2023-11-23
518242,15043,72,524.4,2023-10-15
518243,14521,211,199.45,2023-06-11
518247,18226,300,362.74,2023-07-21
518248,17576,190,278.76,2023-11-13
518249,13135,123,275.45,2023-05-21
518250,14045,292,1339.6,2023-03-10
518251,16168,132,214.68,2023-07-23
518252,16743,360,379.19,2023-08-21
518253,14064,172,158.63,2023-09-13
518259,14043,68,138.29,2023-04-26
518260,17049,3,17.08,2023-09-14
518261,17921,56,184.8,2023-07-26
518266,13140,134,252.3,2023-01-19
518268,15260,190,381.86,2023-05-20
518269,16395,255,305.91,2023-08-06
518270,16549,217,359.6,2023-07-10
518271,12633,336,689.09,2023-05-06
518272,18154,182,189.3,2023-09-01
518273,16197,264,539.14,2023-08-11
518275,14209,141,446.75,2023-04-15
518276,16103,286,364.7,2023-08-10
518278,16103,213,300.55,2023-07-25
518280,14329,281,519.69,2023-09-21
518281,14918,190,445.98,2023-07-02
518285,17975,30,108.6,2023-12-08
518286,12712,133,292.96,2023-03-06
518296,15908,16,575.2,2023-12-11
518314,13920,589,544.01,2023-08-24
518315,13102,211,343.63,2023-06-19
518330,17790,73,136.15,2023-07-24
518331,15980,1344,1496.64,2023-02-20
518332,15980,442,520.54,2023-11-10
518333,15808,356,952.1,2023-07-30
518334,13953,400,500.0,2023-11-12
518335,15856,367,631.92,2023-12-11
518336,17389,24,10.08,2023-12-16
518337,14849,646,765.94,2023-11-17
518338,14849,6,35.7,2023-05-02
518339,14040,199,426.05,2023-09-27
518344,14139,124,180.08,2023-04-23
518346,13929,689,468.03,2023-05-18
518348,17646,78,321.74,2023-03-29
518349,12971,28,114.6,2023-02-28
518350,17001,158,307.16,2023-10-03
518351,17377,63,194.75,2023-04-14
518354,13199,336,314.16,2023-02-11
518355,15488,88,148.72,2023-08-03
518358,16571,393,341.33,2023-08-26
518360,15061,1044,1494.36,2023-03-03
518361,14156,1,8.5,2023-06-16
518370,14562,85,198.55,2023-09-16
518371,13782,33,114.63,2023-10-05
518373,13026,180,60.84,2023-10-24
518375,13488,258,491.36,2023-03-17
518376,13488,15,66.65,2023-08-03
518377,12980,116,1145.4,2023-09-14
518378,13249,136,169.12,2023-12-23
518379,13488,18,29.7,2023-01-20
518380,17068,65,136.65,2023-01-08
518381,15580,160,105.82,2023-10-08
518382,14709,156,311.38,2023-02-27
518383,17709,44,95.44,2023-10-18
518384,16196,26,93.3,2023-01-16
518385,16525,633,757.31,2023-09-20
518386,14161,402,825.56,2023-04-20
518387,13857,132,186.18,2023-11-20
518388,15774,42,141.3,2023-06-02
518389,15280,198,151.5,2023-01-08
518391,16939,48,121.91,2023-06-28
518392,14299,413,854.67,2023-04-30
518393,17085,91,161.51,2023-10-04
518394,14606,90,196.56,2023-01-02
518395,14156,492,751.6,2023-02-24
518396,13408,625,804.74,2023-03-10
518397,16444,169,282.27,2023-06-10
518398,15046,55,138.12,2023-10-01
518399,17491,84,135.96,2023-08-31
518400,17050,171,351.95,2023-08-14
518401,13059,116,395.84,2023-01-10
518402,14370,48,195.88,2023-01-19
518403,17132,477,628.53,2023-05-01
518404,16115,163,248.05,2023-12-20
518405,17139,522,974.9,2023-04-11
518406,17802,304,398.37,2023-02-07
518407,13627,229,303.03,2023-03-18
518408,17858,51,226.7,2023-05-25
518409,14455,32,52.8,2023-12-18
518410,14837,281,307.23,2023-12-28
518411,14575,163,420.22,2023-06-13
518412,17135,115,185.55,2023-02-24
518413,14101,444,411.96,2023-06-13
518414,17393,153,194.6,2023-04-04
518415,15262,81,127.07,2023-10-22
518417,13653,72,152.2,2023-08-19
518418,12567,380,845.17,2023-03-22
518419,17457,139,260.57,2023-10-07
518420,17732,303,382.93,2023-11-20
518421,17930,195,305.96,2023-10-24
518422,16839,295,431.28,2023-09-01
518423,13783,985,206.85,2023-11-06
518426,16170,476,343.54,2023-06-19
518427,16282,600,869.28,2023-04-27
518428,12458,284,380.61,2023-02-21
518431,13823,404,699.18,2023-03-06
518432,14625,270,555.78,2023-01-07
518433,13980,31,36.77,2023-08-24
518447,17663,60,201.8,2023-06-20
518451,16180,713,1080.5,2023-09-15
518477,15013,138,154.16,2023-11-03
518480,16470,178,347.64,2023-08-10
518481,17841,164,335.63,2023-11-27
518482,13488,252,547.96,2023-07-10
518484,17841,21,17.53,2023-08-13
518485,15595,144,357.6,2023-04-07
518486,13989,378,344.22,2023-03-14
518497,14911,191,447.1,2023-03-17
518500,17137,119,152.8,2023-09-29
518501,15311,983,1115.58,2023-02-07
518502,13307,36,30.6,2023-06-22
518504,14861,10,12.5,2023-06-13
518505,14277,87167,11880.84,2023-01-16
518506,13092,64,300.2,2023-08-14
518507,13196,367,423.91,2023-06-26
518508,12412,371,505.91,2023-10-25
518509,14498,108,189.57,2023-10-12
518510,14631,277,317.95,2023-04-17
518512,17790,55,111.35,2023-08-27
518519,17482,148,525.35,2023-06-11
518530,14794,60,121.59,2023-04-11
518531,15283,3,14.85,2023-03-30
518532,17838,292,244.52,2023-11-14
518533,14527,24,82.94,2023-03-01
518535,17988,10,16.65,2023-10-20
518543,17314,422,360.47,2023-06-17
518545,18102,736,1436.48,2023-04-24
518546,18102,203,699.35,2023-04-21
518547,18102,384,526.08,2023-03-19
518548,18102,164,583.8,2023-08-27
518549,18102,300,498.0,2023-01-18
518550,18102,400,532.0,2023-11-07
518551,18102,600,714.0,2023-09-16
518552,18102,108,635.04,2023-05-07
518553,16279,484,759.84,2023-03-19
518554,17212,412,448.52,2023-05-06
518555,14022,194,352.15,2023-05-16
518556,15805,372,418.65,2023-08-09
518557,15805,134,142.16,2023-03-14
518558,15805,64,119.2,2023-10-16
518559,13050,142,302.5,2023-03-05
518560,12745,199,266.93,2023-07-19
518561,17023,263,462.21,2023-11-22
518562,13476,108,303.6,2023-01-24
518564,14053,150,170.8,2023-07-16
518578,17063,192,330.6,2023-02-09
518602,16565,13,77.35,2023-03-14
518613,16713,422,584.23,2023-02-16
518614,13799,167,311.13,2023-10-28
518616,15039,250,509.71,2023-12-11
518623,15032,400,660.0,2023-06-04
518649,13501,378,949.62,2023-04-27
518650,13045,106,325.44,2023-07-03
518652,14722,57,189.05,2023-04-19
518653,16221,89,266.29,2023-04-28
518654,17888,25,49.5,2023-08-19
518655,17754,361,432.67,2023-09-23
518656,13296,90,141.6,2023-12-02
518658,13839,25,139.95,2023-03-25
518659,17754,48,18.24,2023-04-17
518661,16926,44,202.55,2023-05-02
518663,14044,230,385.95,2023-12-14
518665,14478,372,353.88,2023-10-04
518666,14606,1,15.0,2023-05-12
518667,14606,1,15.0,2023-11-11
518670,14144,12,30.6,2023-08-07
518671,13880,96,118.14,2023-04-02
518672,17191,65,182.38,2023-04-19
518673,14646,11904,16483.0,2023-08-08
518674,14646,2,590.0,2023-01-19
518675,14646,16,122.4,2023-03-19
518679,13421,174,392.54,2023-05-18
518681,17799,364,586.36,2023-06-09
518683,14913,704,651.46,2023-09-14
518684,12662,118,314.56,2023-08-13
518685,13881,392,334.56,2023-10-05
518686,13717,83,179.97,2023-11-04
518687,15837,216,385.03,2023-08-22
518688,13594,37,136.35,2023-03-06
518708,14693,80,189.6,2023-02-23
518714,12600,52,147.11,2023-03-04
518729,15985,274,360.66,2023-10-02
518730,13097,253,570.84,2023-03-03
518732,16632,128,202.0,2023-07-27
518733,13097,24,66.0,2023-07-30
518734,12771,104,282.3,2023-09-21
518735,18102,556,3814.16,2023-05-03
518737,18102,540,2063.88,2023-02-07
518740,13643,40,135.42,2023-10-25
518748,14700,123,341.37,2023-03-28
518749,17677,646,985.1,2023-08-16
518751,18145,378,447.26,2023-10-17
518752,17716,411,873.35,2023-01-17
518753,14822,94,157.7,2023-12-10
518754,17615,54,122.7,2023-06-04
518755,16985,73,280.55,2023-09-08
518756,16985,1,295.0,2023-06-25
518757,17675,324,786.76,2023-02-02
518759,15005,199,294.01,2023-06-21
518762,13446,298,437.68,2023-04-28
518764,13089,318,556.5,2023-05-01
518765,16519,27,59.85,2023-04-16
518766,15944,299,616.0,2023-11-25
518767,17469,159,305.55,2023-11-25
518768,14409,151,187.9,2023-10-17
518769,14736,66,195.26,2023-02-10
518771,14736,82,178.79,2023-08-14
518776,15110,49,301.65,2023-04-25
518777,12748,1,800.0,2023-10-18
518779,14606,60,141.0,2023-02-08
518783,16033,87,330.29,2023-06-25
518786,15652,31,101.69,2023-02-23
518787,13089,556,964.12,2023-11-10
518788,13089,42,62.7,2023-04-29
518789,15142,762,847.04,2023-09-28
518790,17612,178,301.39,2023-01-14
518791,16477,421,515.03,2023-05-16
518792,13694,3140,2403.84,2023-11-01
518793,14437,52,91.4,2023-09-06
518794,13694,216,228.96,2023-04-22
518795,14276,185,325.35,2023-05-03
518796,16232,304,308.52,2023-10-08
518797,14276,12,15.0,2023-04-01
518798,16650,182,328.18,2023-05-11
518847,13668,608,1190.67,2023-10-26
518848,15298,217,303.12,2023-02-02
518850,14224,82,166.52,2023-02-27
518851,15581,128,153.89,2023-04-28
518852,17377,54,143.2,2023-11-28
518857,15719,209,292.87,2023-10-09
518858,12748,2,15.9,2023-11-23
518863,17046,334,342.75,2023-12-06
518864,17046,48,13.92,2023-04-01
518865,17866,321,655.8,2023-05-11
518866,13901,220,424.6,2023-03-14
518867,13901,12,19.8,2023-03-15
518868,13150,57,236.55,2023-01-04
518871,13150,6,36.9,2023-05-23
518875,14692,46,92.07,2023-01-27
518880,17623,90,350.6,2023-04-08
518881,13069,808,539.09,2023-07-25
518894,12835,62,114.0,2023-09-30
518895,15129,320,263.6,2023-06-17
518896,14156,408,806.4,2023-09-02
518897,14344,15,53.25,2023-08-31
518898,12841,33,98.45,2023-11-29
518900,15061,1906,2480.48,2023-11-23
518901,17243,44,255.74,2023-01-30
518902,14461,373,587.52,2023-06-30
518907,17757,43,117.16,2023-05-23
518910,15984,218,390.94,2023-03-16
518919,12748,5,24.05,2023-03-28
518942,12748,1,150.0,2023-09-29
518944,12937,165,328.05,2023-08-15
518945,15365,199,427.24,2023-05-28
518946,15365,76,120.6,2023-07-10
518947,15365,12,107.8,2023-02-20
518948,15874,480,933.45,2023-01-06
518949,15874,4,17.0,2023-12-18
518950,15296,1114,2063.62,2023-02-13
518951,15296,42,107.1,2023-02-03
518959,13078,464,737.6,2023-10-09
518960,13078,24,102.0,2023-12-24
518963,15078,224,493.36,2023-02-27
518967,14548,128,326.4,2023-06-11
518970,16199,24,66.0,2023-05-24
518972,17402,80,271.2,2023-09-26
518975,15581,4,6.6,2023-09-20
518977,15581,109,70.13,2023-12-13
518980,14630,111,338.65,2023-03-12
518982,18227,1,295.0,2023-10-25
518983,13214,215,217.77,2023-05-05
518985,17550,258,445.49,2023-06-13
518989,12959,109,150.95,2023-11-20
519000,13319,2,9.9,2023-03-27
519001,18168,181,222.77,2023-02-01
519004,12542,169,117.09,2023-04-01
519005,16549,280,411.6,2023-07-04
519006,13230,99,147.65,2023-11-11
519007,14702,65,125.94,2023-10-21
519008,13969,130,215.25,2023-11-27
519009,13291,118,329.89,2023-06-03
519010,17323,95,113.81,2023-05-05
519011,16592,270,314.6,2023-11-09
519012,16592,6,24.9,2023-08-12
519013,13037,225,379.53,2023-12-03
519014,16558,91,151.64,2023-06-07
519025,14239,70,176.84,2023-11-28
519028,17512,360,267.0,2023-06-13
519029,15203,411,472.68,2023-02-07
519030,13534,64,166.78,2023-02-27
519037,17091,399,567.65,2023-12-25
519057,12960,521,412.3,2023-11-08
519087,16168,71,188.49,2023-10-22
519098,17949,408,293.76,2023-05-24
519115,17639,106,167.28,2023-03-15
519120,17639,10,13.5,2023-02-28
519121,14550,254,289.51,2023-07-15
519122,17913,163,371.66,2023-04-13
519124,17949,624,1497.6,2023-01-24
519125,15255,284,346.15,2023-01-09
519135,14872,280,309.84,2023-02-06
519164,16190,183,280.13,2023-05-18
519165,17865,217,754.79,2023-09-29
519166,12676,350,405.58,2023-02-13
519167,12676,73,118.45,2023-06-26
519169,12676,1,40.0,2023-03-30
519170,17515,22,168.53,2023-04-03
519171,12484,18,115.4,2023-04-17
519172,14031,396,1053.74,2023-06-08
519173,18225,75,185.65,2023-08-07
519175,17146,85,361.29,2023-05-18
519176,14153,312,233.4,2023-05-25
519177,17589,1229,1705.09,2023-08-31
519178,17589,8,6.8,2023-10-11
519179,17238,49,122.45,2023-04-02
519181,16600,266,165.02,2023-08-14
519182,13561,117,136.97,2023-01-16
519184,13316,3393,1191.93,2023-08-06
519186,15938,48,75.6,2023-05-10
519188,14693,22,129.56,2023-01-13
519192,14525,758,874.72,2023-06-26
519194,16345,323,613.33,2023-08-13
519197,17127,35,158.85,2023-09-08
519198,16104,155,345.65,2023-09-14
519199,16290,45,126.25,2023-05-29
519200,16153,136,192.8,2023-12-04
519201,13027,3840,1536.0,2023-02-01
519202,16782,40,90.3,2023-08-16
519203,15898,198,235.35,2023-10-16
519204,16326,64,147.55,2023-02-11
519205,17300,203,155.8,2023-07-10
519207,12748,1,95.0,2023-03-23
519208,15769,1000,1650.0,2023-04-03
519209,15893,288,305.28,2023-09-05
519210,16631,179,385.31,2023-07-16
519211,18236,17,69.95,2023-07-16
519212,18236,25,117.83,2023-12-26
519213,17377,64,175.64,2023-09-02
519214,16043,151,524.45,2023-05-22
519215,16841,194,390.38,2023-01-23
519216,15641,474,628.8,2023-05-12
519217,16873,674,967.94,2023-05-07
519218,17248,63,181.89,2023-03-20
519219,16225,54,44.1,2023-07-31
519222,15838,400,680.0,2023-05-01
519223,13629,300,495.0,2023-05-10
519224,17071,52,127.91,2023-07-07
519226,16883,1,7.95,2023-09-08
519227,15789,903,481.87,2023-03-22
519228,12583,282,283.8,2023-03-29
519229,15311,532,746.99,2023-01-17
519230,16756,48,142.0,2023-11-16
519231,17372,66,122.8,2023-06-19
519232,17692,238,299.7,2023-07-14
519233,16468,48,101.6,2023-07-14
519234,17618,408,585.86,2023-02-09
519235,17256,54,105.3,2023-04-15
519236,14051,156,385.44,2023-06-27
519237,13715,324,575.09,2023-07-04
519238,13405,44,108.6,2023-11-07
